-4.78128,-1.28128,3,
-4.62288,-1.12288,3.37712,
-4.7659,-1.5,3,
-4.62288,-1.12288,3.37712,
-4.7755,-1.5,3.2755,
-4.63019,-1.13019,3.5,
-4.63019,-1.13019,3.5,
-5,-1.5,3.92428,
-4.78378,-1.5,3.5,
-4.69315,-1.19315,3.80685,
-5,-1.44099,4,
-5,-0.899156,-3.39916,
-5,-1,-3.41668,
-4.81539,-1,-3.18461,
-4.5173,-0.517296,-3,
-4.66771,-1,-3,
-4.58834,-1,-2.5,
-4.64384,-1,-2.85616,
-4.58834,-1,-2.5,
-4.67727,-1,-2.32273,
-5,-0.652167,-1.65217,
-5,-0.652167,-1.65217,
-5,-1,-1.8461,
-4.84199,-1,-2,
-4.84778,-0.84778,-1.84778,
-5,-1,2.86948,
-4.93261,-1,2.93261,
-4.84852,-0.848517,3,
-5,-0.628153,3,
-4.84852,-0.848517,3,
-4.85946,-1,3,
-4.5,-0.649722,3.35028,
-4.73353,-1,3.23353,
-4.59085,-1,3.5,
-4.60443,-1,3.60443,
-5,-1,4.44923,
-5,-1,4.44923,
-4.66033,-1,4,
-4.55961,-0.559607,4.44039,
-5,-0.931702,4.5,
-5,-0.124138,-3.12414,
-5,-0.124138,-3.12414,
-5,-0.5,-3.21652,
-4.64223,-0.142228,-3.14223,
-4.52165,-0.5,-3,
-4.85116,-0.5,-3.14884,
-4.52165,-0.5,-3,
-4.51079,-0.5,-2.98921,
-5,-0.0871866,-1.58719,
-5,-0.0871866,-1.58719,
-4.58853,-0.0885292,-1.58853,
-5,-0.5,-1.57247,
-4.58853,-0.0885292,-1.58853,
-4.82377,-0.5,-1.67623,
-5,-0.432958,3.06704,
-4.93679,-0.436792,3.06321,
-5,-0.5,3.05064,
-4.93679,-0.436792,3.06321,
-4.71466,-0.5,3.21466,
-5,0,4.68231,
-5,-0.307501,4.6925,
-5,-0.5,4.6998,
-4.57965,-0.5,4.5,
-4.80948,-0.309476,4.69052,
-5,0.29506,-3,
-5,0,-3.08325,
-4.91399,0,-3.08601,
-4.64924,0.35076,-3.14924,
-4.91399,0,-3.08601,
-5,0.29506,-3,
-5,0.242112,-1.75789,
-5,0.242112,-1.75789,
-5,0,-1.59287,
-4.61557,0.384426,-1.61557,
-4.90899,0,-1.59101,
-5,0.366534,3.36653,
-5,0.366534,3.36653,
-5,0,3.21767,
-4.81419,0.185806,3.18581,
-4.70535,0,3.20535,
-5,0.417324,4.41732,
-5,0.351377,4.5,
-5,0.120398,4.6204,
-5,0.120398,4.6204,
-5,0,4.68231,
-4.82535,0.174652,4.67465,
-4.68482,0,4.68482,
-4.64427,0.85573,-3.14427,
-4.80039,1,-2.69961,
-5,0.5,-2.8574,
-4.9094,0.590601,-2.9094,
-4.88947,0.610527,-3,
-5,0.5,-2.8574,
-4.9094,0.590601,-2.9094,
-4.87705,0.5,-3,
-5,0.758495,-2.5,
-5,0.655646,-2.34435,
-5,0.574553,-2,
-5,0.536834,-1.96317,
-4.54476,1,-1.95524,
-5,0.536834,-1.96317,
-5,0.5,-1.92164,
-4.92625,0.573747,-1.92625,
-4.74109,0.5,-1.75891,
-4.53581,0.964195,2.96419,
-4.65651,1,3.15651,
-4.59078,0.909225,3,
-5,0.5,3.40819,
-4.73811,0.761888,3.26189,
-4.72037,0.5,3.22037,
-5,0.627985,3.62799,
-5,0.657995,3.5,
-5,0.627985,3.62799,
-5,0.716448,4,
-5,0.616798,4.1168,
-4.68163,0.818373,4.31837,
-5,0.5,4.33547,
-4.68163,0.818373,4.31837,
-4.92087,0.5,4.42087,
-4.84232,0.5,4.5,
-4.61278,0.5,4.61278,
-4.54496,1.45504,-3.54496,
-4.61881,1.5,-3.38119,
-4.57992,1.42008,-3.5,
-4.63088,1.36912,-3.13088,
-4.5,1.16987,-3.33013,
-4.73434,1.26566,-3,
-4.75475,1,-3,
-4.57181,1.42819,-2.57181,
-4.82934,1,-2.5,
-4.80039,1,-2.69961,
-4.59774,1.40226,-2.5,
-4.82934,1,-2.5,
-4.72451,1,-2.27549,
-4.58904,1,-2,
-4.54476,1,-1.95524,
-4.58735,1.41265,2.91265,
-4.65744,1.34256,3,
-4.65744,1.34256,3,
-4.57926,1,3,
-4.6458,1.3542,3.3542,
-4.82563,1,3.5,
-4.65651,1,3.15651,
-4.74944,1.25056,3.5,
-4.5,1.3719,3.8719,
-4.82563,1,3.5,
-4.79086,1,3.79086,
-4.76298,1,4,
-4.65351,1,4.15351,
-4.55618,1.94382,-4.05618,
-4.5851,1.9149,-4,
-4.63143,1.86857,-3.63143,
-4.5,1.72335,-3.77665,
-4.6909,1.8091,-3.5,
-4.59877,1.5,-3.5,
-4.6909,1.8091,-3.5,
-4.59877,1.5,-3.5,
-4.59863,1.90137,-3.09863,
-4.61865,1.88135,-3,
-4.61881,1.5,-3.38119,
-4.61865,1.88135,-3,
-4.68372,1.5,-3,
-4.64234,1.5,-2.85766,
-4.53517,1.5,-2.5,
-4.5209,1.5,-2.4791,
-4.5955,1.9045,2.4045,
-4.73627,2,2.73628,
-4.64334,1.85666,2.5,
-4.64071,1.85929,2.85929,
-4.69417,1.80583,3,
-4.66421,1.5,3,
-4.65907,1.5,3.15907,
-4.64736,1.5,3.5,
-4.59992,1.5,3.59992,
-4.54628,2.45372,-4.54628,
-5,2.45554,-4.04446,
-4.57546,2.42454,-4.5,
-4.68199,2.31801,-4.18199,
-5,2.41656,-4,
-5,2.48578,-3.51422,
-4.77008,2.22992,-4,
-4.65763,2,-4,
-4.7525,2.2475,-3.7525,
-4.80062,2.19938,-3.5,
-4.70245,2,-3.79755,
-5,2.47927,-3.5,
-4.80062,2.19938,-3.5,
-4.5,2.46482,-3.03518,
-4.77093,2,-3.5,
-4.70396,2,-3.29604,
-4.60758,2,-3,
-4.55998,2,-2.94002,
-4.61152,2.38848,1.88848,
-5,2.43022,2.43022,
-4.72362,2.27638,2.27638,
-5,2.43022,2.43022,
-4.67619,2.32381,2,
-4.72362,2.27638,2.27638,
-5,2.37768,2.5,
-4.80883,2.19117,2.5,
-4.74097,2,2.5,
-4.73119,2.26881,2.76881,
-4.72651,2.27349,3,
-4.73628,2,2.73628,
-4.72651,2.27349,3,
-4.73305,2,3,
-4.65064,2,3.15064,
-5,3,-4.63181,
-5,2.91918,-4.58082,
-4.61604,2.88396,-4.61604,
-5,2.79345,-4.5,
-5,2.67723,-4.32277,
-4.76229,2.73771,-4.5,
-5,2.5,-4.12779,
-4.84688,2.65312,-4.34688,
-4.69236,2.5,-4.5,
-5,2.51931,-3.48069,
-5,2.51931,-3.48069,
-5,2.5,-3.4865,
-4.96945,2.53055,-3.46945,
-4.74585,2.5,-3.25415,
-5,2.81423,1.81423,
-4.7172,2.7828,1.7828,
-5,2.57005,2,
-5,2.55818,2.05818,
-4.94428,2.55572,2,
-5,2.5,2.17573,
-4.95282,2.54718,2.04718,
-4.93046,2.5,2,
-5,2.84332,3,
-5,2.5,2.71028,
-4.89179,2.5,2.89179,
-5,2.84332,3,
-4.78048,2.71952,3,
-4.8292,2.5,3,
-4.6362,2.5,3.1362,
-5,3.31281,-4.68719,
-5,3.31281,-4.68719,
-5,3,-4.63181,
-4.55793,3.44207,-4.55793,
-4.84832,3,-4.65168,
-5,3.35562,-3.14438,
-4.76866,3.23134,-3.26866,
-5,3,-3.26445,
-4.76866,3.23134,-3.26866,
-4.77966,3,-3.22034,
-4.5,3.5,1.76564,
-5,3.12792,1.62792,
-5,3,1.65853,
-4.58339,3,1.58339,
-4.80252,3.19748,1.69748,
-4.58339,3,1.58339,
-5,3.06448,3.06448,
-5,3.06448,3.06448,
-5,3,3.04552,
-4.6095,3,3.1095,
-4.95429,3.04571,3.04571,
-4.6095,3,3.1095,
-5,3.91557,-4.58443,
-5,3.91557,-4.58443,
-5,3.5,-4.72078,
-4.83809,3.5,-4.66191,
-4.79584,3.70416,-4.5,
-4.55329,3.94671,-4.05329,
-4.52809,3.97191,-4,
-4.51648,3.98352,-3.51648,
-4.52175,3.97825,-3.5,
-4.7328,3.7672,-3.2328,
-5,3.5,-3.10178,
-4.83552,3.5,-3.16448,
-4.7328,3.7672,-3.2328,
-4.83552,3.5,-3.16448,
-5,3.76863,-3,
-5,3.5,1.54452,
-5,3.57061,1.57061,
-5,3.5,1.54452,
-4.6869,3.5,1.68691,
-4.6869,3.5,1.6869,
-4.65575,3.84425,2,
-4.59431,3.90569,2.90569,
-4.67742,3.82258,3,
-5,3.80407,3.30407,
-4.67742,3.82258,3,
-5,3.5,3.17675,
-4.86171,3.63829,3.13829,
-4.53636,3.5,3.03636,
-5,4,-4.55734,
-4.96779,4,-4.53221,
-5,4.07531,-4.5,
-4.96291,4.5,-4.03709,
-4.96718,4.03282,-4.5,
-4.92469,4,-4.5,
-4.93982,4.06018,-4.43982,
-4.74169,4,-4.25831,
-4.77401,4.22599,-4,
-4.81027,4.5,-3.68973,
-4.77401,4.22599,-4,
-4.53576,4,-4,
-4.69598,4.30402,-3.69598,
-4.5352,4,-3.9648,
-4.76199,4.5,-3.23801,
-4.52078,4,-3.5,
-4.69395,4.30605,-3.5,
-4.52078,4,-3.5,
-4.71972,4.28028,-3.21972,
-4.58563,4,-3.41437,
-5,4.23545,-2.76455,
-4.89441,4.10559,-3,
-5,4,-2.92525,
-4.89915,4,-3,
-4.9422,4.05779,-2.94221,
-5,4,1.74576,
-4.86742,4,1.86742,
-5,4.30595,2,
-5,4.5,2.21732,
-4.87245,4.12755,2,
-4.71609,4,2,
-4.79391,4.20609,2.20609,
-4.64872,4,2.14872,
-4.72118,4.27882,2.5,
-4.72118,4.27882,2.5,
-4.5,4.03313,2.53313,
-4.67898,4.32103,2.82103,
-4.72435,4.27565,3,
-4.8365,4.5,3.3365,
-5,4.26753,3.5,
-4.72435,4.27565,3,
-5,4,3.34362,
-4.63989,4,3,
-4.79363,4.20637,3.20637,
-5,4.26753,3.5,
-5,4.5,-4.08412,
-4.96291,4.5,-4.03709,
-5,4.58382,-4,
-5,5,-3.59123,
-4.95845,5,-3.54155,
-4.9622,4.5378,-4,
-4.9325,4.5,-4,
-4.92929,4.57071,-3.92929,
-4.81027,4.5,-3.68973,
-4.92282,5,-3.5,
-4.7982,5,-3.2018,
-4.8039,4.6961,-3.5,
-4.73255,4.5,-3.5,
-4.71908,4.78092,-3.21908,
-4.76199,4.5,-3.23801,
-4.71324,5,-3,
-4.7484,4.7516,-3,
-4.74032,5,-2.75968,
-4.7484,4.7516,-3,
-5,4.5,-2.64528,
-4.78828,4.5,-3,
-4.77934,4.72066,-2.77934,
-5,4.63871,-2.5,
-4.77135,5,-2.5,
-5,5,-2.12633,
-5,4.5,2.21732,
-4.88985,4.5,2.38985,
-5,4.785,2.5,
-5,5,2.70834,
-4.88712,4.61288,2.5,
-4.88228,5,2.88228,
-4.88712,4.61288,2.5,
-4.81675,4.5,2.5,
-4.80758,4.69242,2.69242,
-4.76826,4.5,2.76826,
-4.80108,5,3,
-4.75226,5,3.25226,
-4.7585,4.7415,3,
-4.7243,4.5,3,
-4.71103,4.78897,3.28897,
-4.8365,4.5,3.3365,
-4.70496,5,3.5,
-4.8113,5,3.8113,
-5,4.8462,4,
-4.82441,4.67559,3.5,
-5,4.5,3.64201,
-4.89125,4.5,3.5,
-4.88736,4.61264,3.61264,
-5,4.8462,4,
-4.87718,5,4,
-5,5,4.15672,
-4.00168,-4.50168,-4.50168,
-4.5,-4.5,-4.00588,
-4.5,-4.5026,-4.0026,
-4.5,-4.5026,-4.0026,
-4.5,-4.50601,-4,
-4.0026,-4.5026,-4.5,
-4.12612,-4.62612,-4.12612,
-4.5,-4.50601,-4,
-4.5,-4.67172,-3.67172,
-4.21985,-4.71985,-4,
-4,-4.90948,-3.90948,
-4.5,-5,-3.52304,
-4.2651,-4.7651,-3.7651,
-4.41889,-5,-3.58111,
-4.5,-4.69741,-2.69741,
-4.5,-4.73451,-2.5,
-4.5,-4.89437,-2.39437,
-4.5,-4.89437,-2.39437,
-4.5,-5,-2.23099,
-4.30265,-4.80265,-2.30265,
-4.37581,-5,-2.12419,
-4.29998,-5,-2,
-4.12738,-5,-1.87262,
-4.21342,-4.5,2,
-4.05618,-4.55618,1.94382,
-4.5,-4.5,2.31443,
-4.5,-4.57546,2.42454,
-4.0916,-4.5916,2,
-4.18199,-4.68199,2.31801,
-4.5,-4.69236,2.5,
-4.5,-4.76229,2.73771,
-4.33407,-4.83407,2.5,
-4.5,-5,2.79345,
-4.34688,-4.84688,2.65312,
-4.12779,-5,2.5,
-4.5,-4.79584,3.70416,
-4.05329,-4.55329,3.94671,
-4.5,-4.92469,4,
-4.5,-4.96718,4.03282,
-4.15855,-4.65855,4,
-4.5,-5,4.07531,
-4.43982,-4.93982,4.06018,
-4.25831,-5,4.25831,
-4.08412,-5,4.5,
-4.0367,-5,4.5367,
-4.5,-4.0026,-4.5026,
-4.12612,-4.12612,-4.62612,
-4.5,-4.00588,-4.5,
-4.5,-4.21716,-4.21716,
-4.21716,-4.21716,-4.5,
-4.5,-4.5,-4.00588,
-4.27951,-4.27951,-4.27951,
-4.00588,-4.5,-4.5,
-4.5,-4,-2.96377,
-4.5,-4.37845,-2.87845,
-4.5,-4.5,-2.74368,
-4.33413,-4.33413,-2.83413,
-4.23258,-4.5,-2.5,
-4.36177,-4.5,-2.63823,
-4.23258,-4.5,-2.5,
-4.08533,-4.5,-2.41467,
-4.03763,-4.03763,1.46237,
-4.19113,-4.19113,1.80887,
-4.5,-4.09876,1.90124,
-4.06244,-4.06244,1.5,
-4.19113,-4.19113,1.80887,
-4.5,-4.22558,2,
-4.5,-4.31536,2.18464,
-4.33696,-4.33696,2,
-4.5,-4.5,2.31444,
-4.35787,-4.35787,2.14213,
-4.21342,-4.5,2,
-4.5,-4,3.29358,
-4.5,-4.21562,3.28438,
-4.05643,-4.05643,3.44357,
-4.5,-4.38228,3.5,
-4.5,-4.46805,3.53195,
-4.17634,-4.17634,3.5,
-4,-4.32432,3.67568,
-4.5,-4.5,3.56564,
-4.45701,-4.45701,3.54299,
-4.23266,-4.5,3.73266,
-4.5,-3.5,-4.69512,
-4.5,-3.64235,-4.64235,
-4.5,-4,-4.50459,
-4.47675,-4,-4.52325,
-4.19129,-3.69129,-4.69129,
-4.47675,-4,-4.52326,
-4.5,-3.6146,-3.1146,
-4.16777,-3.66777,-3.16777,
-4.5,-3.86041,-3,
-4.5,-3.97628,-2.97628,
-4.40715,-3.90715,-3,
-4.5,-4,-2.96377,
-4.12635,-4,-2.87365,
-4.47695,-3.97695,-2.97695,
-4.12635,-4,-2.87365,
-4.05916,-3.55916,1.44084,
-4.5,-3.78164,1.71836,
-4.5,-3.78164,1.71836,
-4.14949,-3.64949,1.5,
-4.5,-4,1.80793,
-4.30286,-3.80286,1.69714,
-4.13278,-4,1.5,
-4.5,-3.80353,3.19647,
-4.5,-4,3.29358,
-4.32007,-3.82007,3.17993,
-4.34267,-4,3.34267,
-4.5,-3.16027,-4.66027,
-4.05146,-3.05146,-4.55146,
-4.5,-3.5,-4.69512,
-4.05146,-3.05146,-4.55147,
-4.15451,-3.5,-4.84549,
-4.06734,-3,-3.5,
-4.03959,-3.03959,-3.53959,
-4.5,-3.19411,-3.19411,
-4.05119,-3.05119,-3.5,
-4.30149,-3.30149,-3.30149,
-4.5,-3.5,-3.11077,
-4.37329,-3.5,-3.12671,
-4.30148,-3.30148,-3.30148,
-4.37329,-3.5,-3.12671,
-4.5,-3.40972,1.59028,
-4.5,-3.40972,1.59028,
-4.5,-3.5,1.57766,
-4.33398,-3.33398,1.66602,
-4.32132,-3.5,1.5,
-4.16374,-3.16374,2.83626,
-4.5,-3,3.07204,
-4.5,-3.36321,3.13679,
-4.26953,-3.26953,3,
-4.5,-3.5,3.16945,
-4.12302,-3.5,3.12302,
-4.40392,-3.40392,3.09608,
-4.12302,-3.5,3.12302,
-4.5,-3,-4.64355,
-4.35641,-3,-4.64359,
-4.5,-2.74368,-4.5,
-4.37845,-2.87845,-4.5,
-4.33413,-2.83413,-4.33413,
-4.40251,-2.5,-3.59749,
-4.4255,-2.5,-3.5,
-4.2237,-2.7237,-4,
-4.26415,-2.76415,-3.76415,
-4.31641,-2.81641,-3.5,
-4.5,-2.76909,-3.26909,
-4.31641,-2.81641,-3.5,
-4.5,-3,-3.23204,
-4.06734,-3,-3.5,
-4.38211,-2.88211,-3.38211,
-4.5,-2.53784,1.96216,
-4.5,-2.53784,1.96216,
-4.5,-3,1.6433,
-4.1817,-3,1.6817,
-4.27821,-2.77821,2,
-4.26209,-2.76209,2.23791,
-4.5,-2.5,2.87527,
-4.30231,-2.80231,2.69769,
-4.5,-2.55796,2.94204,
-4.5,-2.68426,3,
-4.23447,-2.73447,2.5,
-4.30231,-2.80231,2.69769,
-4.5,-2.68426,3,
-4.5,-2.93177,3.06823,
-4.43595,-2.93595,3,
-4.5,-3,3.07204,
-4.36174,-3,3,
-4.46268,-2.96268,3.03732,
-4.5,-2.5,-4.23258,
-4.39508,-2.5,-4.10492,
-4.5,-2.33313,-4,
-4.5,-2.2612,-3.7612,
-4.5,-2.2612,-3.7612,
-4.43411,-2.43411,-4,
-4.3545,-2.5,-4,
-4.43065,-2.43065,-3.93065,
-4.40251,-2.5,-3.59749,
-4.5,-2.32478,-3.5,
-4.5,-2.40043,-3.40043,
-4.45661,-2.45661,-3.5,
-4.5,-2.5,-3.39717,
-4.4255,-2.5,-3.5,
-4.46392,-2.46392,-3.46392,
-4.5,-2.5,1.98875,
-4.49304,-2.5,1.99304,
-4.5,-2.48903,2,
-4.5,-2.47296,2.02704,
-4.49499,-2.49499,2,
-4.48723,-2.5,2,
-4.49391,-2.49391,2.00609,
-4.3591,-2.5,2.3591,
-4.5,-2.26946,2.5,
-4.5,-2.27383,2.72617,
-4.42207,-2.42207,2.5,
-4.5,-2.5,2.87527,
-4.3456,-2.5,2.5,
-4.42607,-2.42607,2.57393,
-4.5,-0.804235,-2.80424,
-4.5,-0.797019,-2.29702,
-4.5,-0.872595,-2.5,
-4.5,-0.797019,-2.29702,
-4.5,-0.635401,-2,
-4.5,-0.649722,3.35028,
-4.5,-0.813916,3.5,
-4.29749,-0.5,3.79749,
-4.5,-0.868054,3.63195,
-4.5,-0.804688,4,
-4.5,-0.0903682,-3.09037,
-4.5,-0.459992,-3,
-4.5,-0.459992,-3,
-4.5,-0.487894,-2.98789,
-4.1116,0,-2.8884,
-4.5,-0.487894,-2.98789,
-4.4779,-0.477902,-2.9779,
-4.5,-0.5,-2.97816,
-4.4779,-0.477902,-2.9779,
-4.33995,-0.5,-2.66005,
-4.23366,-0.5,-2.5,
-4.3184,-0.5,-2.1816,
-4.5,-0.204288,-1.70429,
-4.17539,-0.175388,-1.67539,
-4.5,-0.204288,-1.70429,
-4,-0.264004,-2,
-4.5,-0.5,-1.86988,
-4.3295,-0.5,-2,
-4.17539,-0.175388,-1.67539,
-4.5,0,3.19721,
-4.5,-0.254318,3.24568,
-4.09394,-0.0939448,3.40605,
-4.5,-0.5,3.33894,
-4.42459,-0.5,3.42459,
-4.09394,-0.0939448,3.40606,
-4,-0.0397974,3.4602,
-4.42459,-0.5,3.42459,
-4.35419,-0.5,3.5,
-4.29749,-0.5,3.79749,
-4.5,-0.5,4.42237,
-4.21669,-0.5,4,
-4.5,-0.415873,4.5,
-4.3934,-0.393403,4.5,
-4.5,0.346619,-3.15338,
-4.5,0.346619,-3.15338,
-4.5,0,-3.10002,
-4.42751,0,-3.07249,
-4.14992,0.350079,-3.14992,
-4,0.387482,-3.11252,
-4.42751,0,-3.07249,
-4.2509,0,-3,
-4.1116,0,-2.8884,
-4.5,0.386615,-1.61338,
-4.5,0,-1.5924,
-4.37892,0,-1.62108,
